trade_id,slug,entry_time,exit_time,direction,entry_price,exit_price,position_notional,quantity,p_model_up,p_market_up,alpha,gross_pnl,fees_paid,net_pnl,gross_return_pct,net_return_pct,hold_seconds,exit_type
186,btc-updown-15m-1765683900,2025-12-14T03:54:13+00:00,2025-12-14T03:54:15+00:00,UP,0.3,0.295,100.0,333.333333,0.354464,0.3,0.054464,-1.666667,10.0314,-11.698067,-1.6667,-11.6981,2,stop_loss
187,btc-updown-15m-1765683900,2025-12-14T03:54:17+00:00,2025-12-14T03:54:26+00:00,UP,0.3,0.295,100.0,333.333333,0.35076,0.3,0.05076,-1.666667,10.0314,-11.698067,-1.6667,-11.6981,5,stop_loss
188,btc-updown-15m-1765683900,2025-12-14T03:54:27+00:00,2025-12-14T03:54:28+00:00,UP,0.295,0.29,100.0,338.983051,0.33967,0.295,0.04467,-1.694915,10.101356,-11.796271,-1.6949,-11.7963,1,stop_loss
189,btc-updown-15m-1765683900,2025-12-14T03:54:31+00:00,2025-12-14T03:54:35+00:00,UP,0.29,0.315,100.0,344.827586,0.333066,0.29,0.043066,8.62069,10.469172,-1.848483,8.6207,-1.8485,4,success
190,btc-updown-15m-1765683900,2025-12-14T03:54:36+00:00,2025-12-14T03:54:40+00:00,UP,0.3,0.285,100.0,333.333333,0.341552,0.3,0.041552,-5.0,9.9306,-14.9306,-5.0,-14.9306,3,stop_loss
191,btc-updown-15m-1765683900,2025-12-14T03:55:00+00:00,2025-12-14T03:55:01+00:00,UP,0.29,0.285,100.0,344.827586,0.347559,0.29,0.057559,-1.724138,10.171241,-11.895379,-1.7241,-11.8954,1,stop_loss
192,btc-updown-15m-1765683900,2025-12-14T03:55:15+00:00,2025-12-14T03:55:24+00:00,UP,0.265,0.28,100.0,377.358491,0.336386,0.265,0.071386,5.660377,10.769434,-5.109057,5.6604,-5.1091,9,success
193,btc-updown-15m-1765683900,2025-12-14T03:55:40+00:00,2025-12-14T03:55:48+00:00,UP,0.295,0.275,100.0,338.983051,0.353539,0.295,0.058539,-6.779661,9.942102,-16.721763,-6.7797,-16.7218,1,stop_loss
194,btc-updown-15m-1765683900,2025-12-14T03:56:35+00:00,2025-12-14T03:56:37+00:00,UP,0.28,0.275,100.0,357.142857,0.323234,0.28,0.043234,-1.785714,10.310786,-12.0965,-1.7857,-12.0965,2,stop_loss
195,btc-updown-15m-1765684800,2025-12-14T04:07:27+00:00,2025-12-14T04:07:51+00:00,UP,0.475,0.495,100.0,210.526316,0.530407,0.475,0.055407,4.210526,7.569095,-3.358568,4.2105,-3.3586,16,success
196,btc-updown-15m-1765684800,2025-12-14T04:10:42+00:00,2025-12-14T04:10:54+00:00,DOWN,0.605,0.63,100.0,165.289256,0.34724,0.395,-0.04776,4.132231,5.618083,-1.485851,4.1322,-1.4859,6,success
197,btc-updown-15m-1765684800,2025-12-14T04:11:11+00:00,2025-12-14T04:11:22+00:00,UP,0.46,0.45,100.0,217.391304,0.501395,0.46,0.041395,-2.173913,7.761913,-9.935826,-2.1739,-9.9358,5,stop_loss
198,btc-updown-15m-1765684800,2025-12-14T04:11:24+00:00,2025-12-14T04:11:26+00:00,UP,0.48,0.465,100.0,208.333333,0.520378,0.48,0.040378,-3.125,7.475625,-10.600625,-3.125,-10.6006,2,stop_loss
199,btc-updown-15m-1765684800,2025-12-14T04:13:44+00:00,2025-12-14T04:13:48+00:00,DOWN,0.05,0.04,100.0,2000.0,0.90064,0.95,-0.04936,-20.0,12.3696,-32.3696,-20.0,-32.3696,4,stop_loss
200,btc-updown-15m-1765685700,2025-12-14T04:28:25+00:00,2025-12-14T04:28:27+00:00,DOWN,0.145,0.135,100.0,689.655172,0.813404,0.855,-0.041596,-6.896552,11.954483,-18.851034,-6.8966,-18.851,2,stop_loss
201,btc-updown-15m-1765685700,2025-12-14T04:28:39+00:00,2025-12-14T04:28:42+00:00,DOWN,0.245,0.22,100.0,408.163265,0.713141,0.755,-0.041859,-10.204082,10.478939,-20.68302,-10.2041,-20.683,1,stop_loss
202,btc-updown-15m-1765685700,2025-12-14T04:28:51+00:00,2025-12-14T04:28:52+00:00,DOWN,0.255,0.24,100.0,392.156863,0.697709,0.745,-0.047291,-5.882353,10.514118,-16.396471,-5.8824,-16.3965,1,stop_loss
203,btc-updown-15m-1765685700,2025-12-14T04:28:57+00:00,2025-12-14T04:29:15+00:00,DOWN,0.22,0.035,100.0,454.545455,0.727523,0.78,-0.052477,-84.090909,6.721364,-90.812273,-84.0909,-90.8123,1,stop_loss
204,btc-updown-15m-1765692000,2025-12-14T06:13:33+00:00,2025-12-14T06:13:37+00:00,UP,0.7,0.675,100.0,142.857143,0.751591,0.7,0.051591,-3.571429,4.416429,-7.987857,-3.5714,-7.9879,1,stop_loss
205,btc-updown-15m-1765692000,2025-12-14T06:13:46+00:00,2025-12-14T06:13:50+00:00,DOWN,0.36,0.415,100.0,277.777778,0.599442,0.64,-0.040558,15.277778,9.4635,5.814278,15.2778,5.8143,2,success
206,btc-updown-15m-1765692000,2025-12-14T06:13:53+00:00,2025-12-14T06:13:54+00:00,DOWN,0.44,0.465,100.0,227.272727,0.481331,0.56,-0.078669,5.681818,8.102864,-2.421045,5.6818,-2.421,1,success
207,btc-updown-15m-1765692000,2025-12-14T06:14:00+00:00,2025-12-14T06:14:12+00:00,DOWN,0.465,0.5,100.0,215.053763,0.474464,0.535,-0.060536,7.526882,7.722968,-0.196086,7.5269,-0.1961,10,success
208,btc-updown-15m-1765692000,2025-12-14T06:14:13+00:00,2025-12-14T06:14:22+00:00,DOWN,0.5,0.535,100.0,200.0,0.4382,0.5,-0.0618,7.0,7.18236,-0.18236,7.0,-0.1824,1,success
209,btc-updown-15m-1765692000,2025-12-14T06:14:27+00:00,2025-12-14T06:14:32+00:00,DOWN,0.495,0.545,100.0,202.020202,0.42744,0.505,-0.07756,10.10101,7.242909,2.858101,10.101,2.8581,3,success
210,btc-updown-15m-1765693800,2025-12-14T06:38:47+00:00,2025-12-14T06:38:55+00:00,UP,0.78,0.815,100.0,128.205128,0.832763,0.78,0.052763,4.487179,2.975769,1.51141,4.4872,1.5114,7,success
211,btc-updown-15m-1765694700,2025-12-14T06:52:00+00:00,2025-12-14T06:52:01+00:00,UP,0.085,0.095,100.0,1176.470588,0.131654,0.085,0.046654,11.764706,13.870588,-2.105882,11.7647,-2.1059,1,success
212,btc-updown-15m-1765694700,2025-12-14T06:52:50+00:00,2025-12-14T06:52:51+00:00,UP,0.16,0.175,100.0,625.0,0.211253,0.16,0.051253,9.375,12.544875,-3.169875,9.375,-3.1699,1,success
213,btc-updown-15m-1765694700,2025-12-14T06:52:52+00:00,2025-12-14T06:52:53+00:00,UP,0.19,0.205,100.0,526.315789,0.248213,0.19,0.058213,7.894737,12.007895,-4.113158,7.8947,-4.1132,1,success
214,btc-updown-15m-1765694700,2025-12-14T06:52:54+00:00,2025-12-14T06:52:57+00:00,UP,0.21,0.205,100.0,476.190476,0.310422,0.21,0.100422,-2.380952,11.275714,-13.656667,-2.381,-13.6567,3,stop_loss
215,btc-updown-15m-1765694700,2025-12-14T06:52:58+00:00,2025-12-14T06:52:59+00:00,UP,0.215,0.225,100.0,465.116279,0.28522,0.215,0.07022,4.651163,11.491535,-6.840372,4.6512,-6.8404,1,success
216,btc-updown-15m-1765694700,2025-12-14T06:53:22+00:00,2025-12-14T06:53:23+00:00,UP,0.235,0.23,100.0,425.531915,0.27787,0.235,0.04287,-2.12766,10.934043,-13.061702,-2.1277,-13.0617,1,stop_loss
217,btc-updown-15m-1765694700,2025-12-14T06:56:33+00:00,2025-12-14T06:56:36+00:00,DOWN,0.705,0.74,100.0,141.843972,0.253653,0.295,-0.041347,4.964539,4.088936,0.875603,4.9645,0.8756,2,success
218,btc-updown-15m-1765694700,2025-12-14T06:58:27+00:00,2025-12-14T06:58:28+00:00,UP,0.065,0.06,100.0,1538.461538,0.10583,0.065,0.04083,-7.692308,12.979385,-20.671692,-7.6923,-20.6717,1,stop_loss
219,btc-updown-15m-1765697400,2025-12-14T07:43:51+00:00,2025-12-14T07:43:56+00:00,DOWN,0.16,0.15,100.0,625.0,0.793276,0.84,-0.046724,-6.25,11.7855,-18.0355,-6.25,-18.0355,2,stop_loss
220,btc-updown-15m-1765697400,2025-12-14T07:44:23+00:00,2025-12-14T07:44:24+00:00,DOWN,0.065,0.075,100.0,1538.461538,0.884844,0.935,-0.050156,15.384615,14.416615,0.968,15.3846,0.968,1,success
221,btc-updown-15m-1765705500,2025-12-14T09:55:00+00:00,2025-12-14T09:55:01+00:00,DOWN,0.19,0.155,100.0,526.315789,0.761701,0.81,-0.048299,-18.421053,10.795263,-29.216316,-18.4211,-29.2163,1,stop_loss
222,btc-updown-15m-1765705500,2025-12-14T09:58:51+00:00,2025-12-14T09:58:52+00:00,DOWN,0.205,0.2,100.0,487.804878,0.751861,0.795,-0.043139,-2.439024,11.343512,-13.782537,-2.439,-13.7825,1,stop_loss
223,btc-updown-15m-1765705500,2025-12-14T09:58:53+00:00,2025-12-14T09:59:01+00:00,DOWN,0.195,0.255,100.0,512.820513,0.757187,0.805,-0.047813,30.769231,12.810462,17.958769,30.7692,17.9588,2,success
224,btc-updown-15m-1765705500,2025-12-14T09:59:45+00:00,2025-12-14T09:59:50+00:00,DOWN,0.025,0.025,100.0,4000.0,0.920027,0.975,-0.054973,0.0,14.04,-14.04,0.0,-14.04,5,timeout
225,btc-updown-15m-1765713600,2025-12-14T12:11:43+00:00,2025-12-14T12:11:47+00:00,UP,0.555,0.58,100.0,180.18018,0.595451,0.555,0.040451,4.504505,6.364216,-1.859712,4.5045,-1.8597,4,success
226,btc-updown-15m-1765713600,2025-12-14T12:11:49+00:00,2025-12-14T12:11:54+00:00,UP,0.645,0.68,100.0,155.03876,0.700626,0.645,0.055626,5.426357,4.985023,0.441333,5.4264,0.4413,4,success
227,btc-updown-15m-1765713600,2025-12-14T12:11:59+00:00,2025-12-14T12:12:02+00:00,UP,0.685,0.715,100.0,145.985401,0.740008,0.685,0.055008,4.379562,4.409869,-0.030307,4.3796,-0.0303,3,success
228,btc-updown-15m-1765713600,2025-12-14T12:12:48+00:00,2025-12-14T12:12:49+00:00,UP,0.68,0.71,100.0,147.058824,0.730361,0.68,0.050361,4.411765,4.484118,-0.072353,4.4118,-0.0724,1,success
229,btc-updown-15m-1765715400,2025-12-14T12:38:37+00:00,2025-12-14T12:38:46+00:00,UP,0.785,0.765,100.0,127.388535,0.841735,0.785,0.056735,-2.547771,3.196892,-5.744662,-2.5478,-5.7447,7,stop_loss
230,btc-updown-15m-1765718100,2025-12-14T13:28:55+00:00,2025-12-14T13:29:00+00:00,UP,0.625,0.705,100.0,160.0,0.666546,0.625,0.041546,12.8,5.095872,7.704128,12.8,7.7041,3,success
231,btc-updown-15m-1765718100,2025-12-14T13:29:16+00:00,2025-12-14T13:29:18+00:00,DOWN,0.425,0.45,100.0,235.294118,0.532727,0.575,-0.042273,5.882353,8.332941,-2.450588,5.8824,-2.4506,2,success
232,btc-updown-15m-1765718100,2025-12-14T13:29:27+00:00,2025-12-14T13:29:28+00:00,UP,0.535,0.525,100.0,186.915888,0.666483,0.535,0.131483,-1.869159,6.704075,-8.573234,-1.8692,-8.5732,1,stop_loss
233,btc-updown-15m-1765718100,2025-12-14T13:29:29+00:00,2025-12-14T13:29:31+00:00,UP,0.52,0.58,100.0,192.307692,0.645236,0.52,0.125236,11.538462,6.828923,4.709538,11.5385,4.7095,2,success
234,btc-updown-15m-1765718100,2025-12-14T13:29:34+00:00,2025-12-14T13:29:36+00:00,UP,0.605,0.615,100.0,165.289256,0.653875,0.605,0.048875,1.652893,5.661818,-4.008926,1.6529,-4.0089,2,timeout
235,btc-updown-15m-1765725300,2025-12-14T15:29:39+00:00,2025-12-14T15:29:43+00:00,DOWN,0.775,0.81,100.0,129.032258,0.175392,0.225,-0.049608,4.516129,3.049781,1.466348,4.5161,1.4663,2,success
236,btc-updown-15m-1765726200,2025-12-14T15:44:04+00:00,2025-12-14T15:44:05+00:00,DOWN,0.035,0.03,100.0,2857.142857,0.917535,0.965,-0.047465,-14.285714,12.934286,-27.22,-14.2857,-27.22,1,stop_loss
237,btc-updown-15m-1765726200,2025-12-14T15:44:28+00:00,2025-12-14T15:44:29+00:00,DOWN,0.03,0.025,100.0,3333.333333,0.916013,0.97,-0.053987,-16.666667,12.834,-29.500667,-16.6667,-29.5007,1,stop_loss
238,btc-updown-15m-1765728000,2025-12-14T16:13:41+00:00,2025-12-14T16:14:04+00:00,DOWN,0.665,0.695,100.0,150.37594,0.285438,0.335,-0.049562,4.511278,4.707068,-0.195789,4.5113,-0.1958,7,success
239,btc-updown-15m-1765728000,2025-12-14T16:14:21+00:00,2025-12-14T16:14:22+00:00,DOWN,0.775,0.655,100.0,129.032258,0.182564,0.225,-0.042436,-15.483871,3.719381,-19.203252,-15.4839,-19.2033,1,stop_loss
240,btc-updown-15m-1765728000,2025-12-14T16:14:26+00:00,2025-12-14T16:14:36+00:00,DOWN,0.705,0.73,100.0,141.843972,0.241485,0.295,-0.053515,3.546099,4.136936,-0.590837,3.5461,-0.5908,8,timeout
241,btc-updown-15m-1765730700,2025-12-14T16:59:10+00:00,2025-12-14T16:59:11+00:00,UP,0.33,0.315,100.0,303.030303,0.41331,0.33,0.08331,-4.545455,9.531818,-14.077273,-4.5455,-14.0773,1,stop_loss
242,btc-updown-15m-1765730700,2025-12-14T16:59:17+00:00,2025-12-14T16:59:18+00:00,UP,0.3,0.295,100.0,333.333333,0.350484,0.3,0.050484,-1.666667,10.0314,-11.698067,-1.6667,-11.6981,1,stop_loss
243,btc-updown-15m-1765730700,2025-12-14T16:59:34+00:00,2025-12-14T16:59:35+00:00,UP,0.195,0.185,100.0,512.820513,0.237575,0.195,0.042575,-5.128205,11.363077,-16.491282,-5.1282,-16.4913,1,stop_loss
244,btc-updown-15m-1765732500,2025-12-14T17:29:18+00:00,2025-12-14T17:29:19+00:00,DOWN,0.025,0.035,100.0,4000.0,0.906629,0.975,-0.068371,40.0,16.7472,23.2528,40.0,23.2528,1,success
245,btc-updown-15m-1765733400,2025-12-14T17:37:08+00:00,2025-12-14T17:37:09+00:00,UP,0.465,0.485,100.0,215.053763,0.506102,0.465,0.041102,4.301075,7.719484,-3.418409,4.3011,-3.4184,1,success
246,btc-updown-15m-1765733400,2025-12-14T17:44:18+00:00,2025-12-14T17:44:20+00:00,UP,0.785,0.855,100.0,127.388535,0.830419,0.785,0.045419,8.917197,2.685096,6.232102,8.9172,6.2321,2,success
247,btc-updown-15m-1765733400,2025-12-14T17:44:24+00:00,2025-12-14T17:44:30+00:00,UP,0.88,0.925,100.0,113.636364,0.920707,0.88,0.040707,5.113636,1.431614,3.682023,5.1136,3.682,5,success
248,btc-updown-15m-1765733400,2025-12-14T17:44:32+00:00,2025-12-14T17:44:40+00:00,UP,0.935,0.935,100.0,106.951872,0.987498,0.935,0.052498,0.0,0.936,-0.936,0.0,-0.936,5,timeout
249,btc-updown-15m-1765734300,2025-12-14T17:59:04+00:00,2025-12-14T17:59:05+00:00,DOWN,0.09,0.155,100.0,1111.111111,0.849596,0.91,-0.060404,72.222222,17.03,55.192222,72.2222,55.1922,1,success
250,btc-updown-15m-1765734300,2025-12-14T17:59:06+00:00,2025-12-14T17:59:09+00:00,UP,0.81,0.845,100.0,123.45679,0.866805,0.81,0.056805,4.320988,2.532222,1.788765,4.321,1.7888,3,success
251,btc-updown-15m-1765734300,2025-12-14T17:59:16+00:00,2025-12-14T17:59:18+00:00,DOWN,0.2,0.185,100.0,500.0,0.753192,0.8,-0.046808,-7.5,11.1879,-18.6879,-7.5,-18.6879,1,stop_loss
252,btc-updown-15m-1765734300,2025-12-14T17:59:27+00:00,2025-12-14T17:59:37+00:00,UP,0.865,0.945,100.0,115.606936,0.960841,0.865,0.095841,9.248555,1.404624,7.843931,9.2486,7.8439,3,success
253,btc-updown-15m-1765740600,2025-12-14T19:37:26+00:00,2025-12-14T19:37:29+00:00,UP,0.325,0.315,100.0,307.692308,0.366627,0.325,0.041627,-3.076923,9.640246,-12.717169,-3.0769,-12.7172,3,stop_loss
254,btc-updown-15m-1765741500,2025-12-14T19:58:48+00:00,2025-12-14T19:58:52+00:00,DOWN,0.7,0.745,100.0,142.857143,0.246,0.3,-0.054,6.428571,4.114029,2.314543,6.4286,2.3145,2,success
255,btc-updown-15m-1765741500,2025-12-14T19:59:02+00:00,2025-12-14T19:59:06+00:00,DOWN,0.535,0.045,100.0,186.915888,0.424623,0.465,-0.040377,-91.588785,3.926355,-95.51514,-91.5888,-95.5151,1,stop_loss
256,btc-updown-15m-1765741500,2025-12-14T19:59:12+00:00,2025-12-14T19:59:14+00:00,UP,0.935,0.9,100.0,106.951872,0.99,0.935,0.055,-3.743316,1.161048,-4.904364,-3.7433,-4.9044,1,stop_loss
257,btc-updown-15m-1765741500,2025-12-14T19:59:17+00:00,2025-12-14T19:59:18+00:00,UP,0.94,0.925,100.0,106.382979,0.99,0.94,0.05,-1.595745,0.963383,-2.559128,-1.5957,-2.5591,1,stop_loss
258,btc-updown-15m-1765744200,2025-12-14T20:43:50+00:00,2025-12-14T20:43:55+00:00,DOWN,0.595,0.58,100.0,168.067227,0.356921,0.405,-0.048079,-2.521008,5.863765,-8.384773,-2.521,-8.3848,5,stop_loss
259,btc-updown-15m-1765744200,2025-12-14T20:44:20+00:00,2025-12-14T20:44:22+00:00,DOWN,0.59,0.62,100.0,169.491525,0.355484,0.41,-0.054516,5.084746,5.827119,-0.742373,5.0847,-0.7424,2,success
260,btc-updown-15m-1765744200,2025-12-14T20:44:25+00:00,2025-12-14T20:44:31+00:00,UP,0.345,0.325,100.0,289.855072,0.428943,0.345,0.083943,-5.797101,9.294261,-15.091362,-5.7971,-15.0914,5,stop_loss
261,btc-updown-15m-1765746900,2025-12-14T21:25:43+00:00,2025-12-14T21:25:46+00:00,UP,0.785,0.82,100.0,127.388535,0.860019,0.785,0.075019,4.458599,2.901783,1.556815,4.4586,1.5568,3,success
262,btc-updown-15m-1765746900,2025-12-14T21:28:51+00:00,2025-12-14T21:28:56+00:00,DOWN,0.02,0.025,100.0,5000.0,0.935928,0.98,-0.044072,25.0,15.831,9.169,25.0,9.169,5,success
263,btc-updown-15m-1765746900,2025-12-14T21:28:57+00:00,2025-12-14T21:28:58+00:00,DOWN,0.025,0.03,100.0,4000.0,0.92967,0.975,-0.04533,20.0,15.4008,4.5992,20.0,4.5992,1,success
264,btc-updown-15m-1765746900,2025-12-14T21:29:03+00:00,2025-12-14T21:29:07+00:00,DOWN,0.025,0.02,100.0,4000.0,0.933376,0.975,-0.041624,-20.0,12.6648,-32.6648,-20.0,-32.6648,4,stop_loss
265,btc-updown-15m-1765746900,2025-12-14T21:29:11+00:00,2025-12-14T21:29:17+00:00,DOWN,0.025,0.025,100.0,4000.0,0.900433,0.975,-0.074567,0.0,14.04,-14.04,0.0,-14.04,6,timeout
266,btc-updown-15m-1765755000,2025-12-14T23:43:22+00:00,2025-12-14T23:43:34+00:00,UP,0.83,0.815,100.0,120.481928,0.878554,0.83,0.048554,-1.807229,2.531928,-4.339157,-1.8072,-4.3392,7,stop_loss
267,btc-updown-15m-1765755000,2025-12-14T23:43:47+00:00,2025-12-14T23:43:48+00:00,UP,0.82,0.79,100.0,121.95122,0.865104,0.82,0.045104,-3.658537,2.752683,-6.41122,-3.6585,-6.4112,1,stop_loss
268,btc-updown-15m-1765755000,2025-12-14T23:43:51+00:00,2025-12-14T23:43:54+00:00,DOWN,0.25,0.3,100.0,400.0,0.698846,0.75,-0.051154,20.0,11.448,8.552,20.0,8.552,1,success
269,btc-updown-15m-1765755000,2025-12-14T23:44:02+00:00,2025-12-14T23:44:03+00:00,UP,0.715,0.635,100.0,139.86014,0.774193,0.715,0.059193,-11.188811,4.385958,-15.574769,-11.1888,-15.5748,1,stop_loss
270,btc-updown-15m-1765755000,2025-12-14T23:44:08+00:00,2025-12-14T23:44:10+00:00,DOWN,0.275,0.27,100.0,363.636364,0.672647,0.725,-0.052353,-1.818182,10.380436,-12.198618,-1.8182,-12.1986,2,stop_loss
271,btc-updown-15m-1765755000,2025-12-14T23:44:11+00:00,2025-12-14T23:44:12+00:00,DOWN,0.27,0.245,100.0,370.37037,0.686775,0.73,-0.043225,-9.259259,10.188667,-19.447926,-9.2593,-19.4479,1,stop_loss
272,btc-updown-15m-1765755000,2025-12-14T23:44:16+00:00,2025-12-14T23:44:18+00:00,DOWN,0.18,0.175,100.0,555.555556,0.769234,0.82,-0.050766,-2.777778,11.679,-14.456778,-2.7778,-14.4568,2,stop_loss
273,btc-updown-15m-1765755000,2025-12-14T23:44:26+00:00,2025-12-14T23:44:30+00:00,UP,0.895,0.86,100.0,111.731844,0.94596,0.895,0.05096,-3.910615,1.724581,-5.635196,-3.9106,-5.6352,1,stop_loss
274,btc-updown-15m-1765755000,2025-12-14T23:44:31+00:00,2025-12-14T23:44:33+00:00,DOWN,0.155,0.245,100.0,645.16129,0.705481,0.845,-0.139519,58.064516,14.676387,43.388129,58.0645,43.3881,2,success
275,btc-updown-15m-1765755000,2025-12-14T23:44:34+00:00,2025-12-14T23:44:35+00:00,DOWN,0.24,0.265,100.0,416.666667,0.669546,0.76,-0.090454,10.416667,11.31525,-0.898583,10.4167,-0.8986,1,success
276,btc-updown-15m-1765755000,2025-12-14T23:44:36+00:00,2025-12-14T23:44:38+00:00,DOWN,0.265,0.41,100.0,377.358491,0.650453,0.735,-0.084547,54.716981,11.864377,42.852604,54.717,42.8526,1,success
277,btc-updown-15m-1765756800,2025-12-15T00:13:38+00:00,2025-12-15T00:13:41+00:00,DOWN,0.575,0.6,100.0,173.913043,0.360528,0.425,-0.064472,4.347826,6.065217,-1.717391,4.3478,-1.7174,3,success
278,btc-updown-15m-1765756800,2025-12-15T00:13:57+00:00,2025-12-15T00:13:59+00:00,DOWN,0.575,0.565,100.0,173.913043,0.373065,0.425,-0.051935,-1.73913,6.13753,-7.876661,-1.7391,-7.8767,1,stop_loss
279,btc-updown-15m-1765756800,2025-12-15T00:14:18+00:00,2025-12-15T00:14:19+00:00,DOWN,0.785,0.755,100.0,127.388535,0.170413,0.215,-0.044587,-3.821656,3.244586,-7.066242,-3.8217,-7.0662,1,stop_loss
